"STATION","NAME","DATE","TMAX","TMIN"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-21","71","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-22","64","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-23","56","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-24","63","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-25","74","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-26","75","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-27","75","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-28","65","51"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-29","71","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-30","66","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-10-31","67","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-01","67","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-02","67","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-03","60","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-04","46","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-05","55","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-06","50","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-07","52","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-08","56","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-09","51","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-10","60","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-11","72","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-12","70","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-13","60","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-14","59","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-15","66","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-16","68","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-17","63","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-18","68","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-19","58","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-20","61","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-21","69","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-22","48","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-23","53","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-24","63","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-25","64","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-26","57","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-27","64","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-28","60","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-29","71","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-11-30","76","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-01","67","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-02","67","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-03","67","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-04","73","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-05","75","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-06","77","53"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-07","80","55"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-08","81","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-09","56","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-10","53","29"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-11","54","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-12","51","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-13","48","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-14","47","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-15","48","22"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-16","55","22"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-17","57","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-18","50","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-19","48","29"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-20","53","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-21","57","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-22","67","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-23","60","19"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-24","28","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-25","38","22"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-26","34","14"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-27","36","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-28","44","17"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-29","45","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-30","40","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1998-12-31","33","20"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-01","29","13"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-02","32","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-03","55","17"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-04","51","22"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-05","33","16"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-06","28","7"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-07","38","14"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-08","40","21"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-09","33","20"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-10","42","17"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-11","34","16"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-12","42","24"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-13","60","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-14","60","29"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-15","33","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-16","38","23"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-17","55","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-18","60","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-19","60","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-20","56","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-21","51","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-22","48","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-23","53","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-24","74","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-25","58","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-26","50","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-27","53","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-28","57","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-29","70","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-30","52","23"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-01-31","49","24"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-01","37","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-02","43","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-03","54","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-04","59","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-05","56","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-06","51","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-07","53","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-08","41","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-09","45","26"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-10","58","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-11","60","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-12","68","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-13","77","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-14","38","26"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-15","43","20"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-16","52","24"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-17","66","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-18","60","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-19","51","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-20","45","28"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-21","43","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-22","38","20"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-23","33","17"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-24","32","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-25","41","20"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-26","40","18"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-27","49","23"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-02-28","55","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-01","49","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-02","48","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-03","59","36"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-04","73","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-05","43","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-06","50","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-07","56","23"
"USC00186350","NATIONAL ARBORETUM DC, MD US","1999-03-08","38","18"
