"STATION","NAME","DATE","TMAX","TMIN"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-16","71","51"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-17","68","43"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-18","64","52"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-19","59","45"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-20","60","41"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-21","63","39"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-22","68","46"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-23","67","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-24","72","57"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-25","66","59"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-26","71","53"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-27","77","53"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-28","81","61"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-29","68","50"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-30","78","45"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-05-31","69","51"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-01","62","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-02","67","45"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-03","73","50"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-04","68","53"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-05","66","54"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-06","72","49"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-07","79","54"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-08","86","64"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-09","82","66"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-10","83","68"
"USC00366986","PIT CARNEGIE SCIENCE, PA US","1993-06-11","84","65"
